"Cidade","UF","Pais","Email","Tel","DTNASC","CPF","GUID","Latitude","Longitude","TIPOSANGUINEO","ID","Nome","Sexo"
"Guarulhos","SP","BR","JulianDiasAlves@gustr.com","(11) 6029-4047","2/8/1979","883.557.398-09","813ef39e-64e7-4eae-847b-00afb722aa33","-23.437798","-46.517623","A+","2610","Julian D Alves","2"
"Belo Horizonte","MG","BR","GiovannaPereiraSantos@dayrep.com","(31) 8602-2924","3/26/1952","969.647.825-91","a6ec9eee-ded8-453e-85ea-f200e743c08b","-19.951236","-43.899339","O+","2611","Giovanna P Santos","1"
"Canoas","RS","BR","SarahPereiraCunha@teleworm.us","(51) 3496-5430","2/18/1993","580.865.297-97","3a80e129-acdf-4f51-b700-bc6ce36db012","-29.857564","-51.232577","O+","2612","Sarah P Cunha","1"
"Salvador","BA","BR","KauanAzevedoCavalcanti@rhyta.com","(71) 7781-3131","10/1/1938","336.485.184-02","f86d9bdf-d8f5-4f4a-9d2b-1fb389c29d08","-12.77541","-38.529497","A-","2613","Kauan A Cavalcanti","2"
"Florianópolis","SC","BR","DiegoRodriguesSantos@cuvox.de","(48) 3719-5627","9/14/1959","777.910.140-17","e0c5d817-a2cc-47f4-a539-d3316c93b4c5","-27.6355","-48.403338","O+","2614","Diego R Santos","2"
"Itapetininga","SP","BR","FabioFernandesAlmeida@armyspy.com","(15) 5276-9792","4/13/1997","252.020.879-18","6ece88ad-be3c-4650-bd92-44623f110384","-23.604171","-48.044711","O+","2615","Fábio F Almeida","2"
"Goiânia","GO","BR","OtavioOliveiraSouza@armyspy.com","(62) 4868-6805","1/15/1970","308.850.043-02","aeff331e-001d-442e-9073-773b40b0903f","-16.565114","-49.248573","B+","2616","Otávio O Souza","2"
"Araraquara","SP","BR","AliceFerreiraMelo@teleworm.us","(16) 5837-3111","5/26/1987","142.115.403-00","555ada4d-47c5-4e30-8a4c-631df6f48db3","-21.842756","-48.144876","O+","2617","Alice F Melo","1"
"Ilhéus","BA","BR","AlexGomesLima@jourrapide.com","(73) 4631-3136","7/14/1973","745.174.047-14","d17e6a26-eb55-4dd4-88b9-af24a8c5dbbc","-14.782862","-39.236138","B+","2618","Alex G Lima","2"
"Arapongas","PR","BR","BrendaCarvalhoMartins@einrot.com","(43) 2944-7184","5/19/1974","139.059.802-07","3067cf3f-bc3a-45c2-abd0-8d988343aae8","-23.45763","-51.549169","O+","2619","Brenda C Martins","1"
"Patos","PB","BR","CaioCunhaFerreira@einrot.com","(83) 4920-5643","2/1/1986","808.780.626-37","d3610be3-adae-4f95-a03d-8025f2e9935f","-6.948408","-37.40236","A+","2620","Caio C Ferreira","2"
"Mesquita","RJ","BR","IsabelaCavalcantiCardoso@dayrep.com","(21) 6851-9079","9/23/1997","496.085.485-51","08003a57-649a-410d-b72e-00ef79da1088","-22.837919","-43.478483","O+","2621","Isabela C Cardoso","1"
"Blumenau","SC","BR","AntonioCardosoGoncalves@cuvox.de","(47) 6569-9631","12/29/1965","602.504.587-99","4a3e5240-bef4-471e-875a-fe1715b8a201","-26.92444","-49.086423","A+","2622","Antônio C Goncalves","2"
"Samambaia","DF","BR","JoseCardosoSilva@teleworm.us","(61) 3552-3240","11/20/1942","764.824.831-00","268fca9b-619a-441a-ab46-43523423abf5","-23.090149","-47.464928","B+","2623","José C Silva","2"
"Serra","ES","BR","BrunoBarrosSousa@gustr.com","(27) 6358-4964","10/10/1969","721.074.199-22","3413432f-2b11-4400-a252-ac553669a3a1","-20.07921","-40.320586","O+","2624","Bruno B Sousa","2"
"Poços de Caldas","MG","BR","LauraMeloLima@gustr.com","(35) 9556-3105","5/12/1944","719.786.162-44","e87646fe-f6aa-4cc4-bf24-ce54722f093b","-21.747091","-46.529686","A+","2625","Laura M Lima","1"
"Brusque","SC","BR","BeatrizCunhaGoncalves@cuvox.de","(47) 4960-8781","2/15/1977","737.223.347-05","b1cdcb54-204f-4a8a-9c5d-cefbaa515e10","-27.187215","-48.899221","A+","2626","Beatriz C Goncalves","1"
"Cubatão","SP","BR","CauaBarbosaAzevedo@dayrep.com","(11) 3545-9117","12/2/1973","404.981.278-93","b07790fb-fdfb-42a1-bd00-e005522f2e46","-23.952646","-46.507262","A+","2627","Cauã B Azevedo","2"
"Santa Maria","DF","BR","GiovanaCavalcantiGomes@jourrapide.com","(61) 7876-9887","2/17/1972","774.695.078-76","e0d27c9c-56d4-4761-a88a-f96c910612d4","-29.648421","-53.729009","A+","2628","Giovana C Gomes","1"
"Cascavel","PR","BR","DiegoPereiraCosta@jourrapide.com","(45) 4458-3253","3/26/1970","196.702.748-00","06e25029-dd1b-4059-b8f0-af605a076b69","-24.964647","-53.39197","A-","2629","Diego P Costa","2"
"Salvador","BA","BR","BiancaFerreiraAlves@jourrapide.com","(71) 2172-3556","10/13/1989","507.940.676-38","211d0691-5154-44a3-9118-a208ebf14dd2","-12.945184","-38.446505","AB+","2630","Bianca F Alves","1"
"Novo Gama","GO","BR","TomasPereiraFernandes@armyspy.com","(61) 2077-7343","10/23/1974","689.165.257-05","bcd2a143-acc3-43a7-8eb6-679d780d6307","-16.187808","-48.126579","O+","2631","Tomás P Fernandes","2"
"São Paulo","SP","BR","FelipeGomesGoncalves@superrito.com","(11) 7187-4148","1/18/1997","436.213.425-59","12f06185-b7be-4dce-9569-0291eec3ce56","-23.551483","-46.655039","O+","2632","Felipe G Goncalves","2"
"Viamão","RS","BR","AntonioSilvaRibeiro@teleworm.us","(51) 8191-3170","5/3/1958","649.010.539-06","4aa507ca-bce5-4f51-b325-15668a2ddedd","-30.117342","-50.935024","O+","2633","Antônio S Ribeiro","2"
"Aracaju","SE","BR","BiancaSilvaCosta@superrito.com","(79) 8224-5042","2/22/1953","211.277.528-63","56d6ccfb-7f26-4791-9d9e-f1ce8a1407fd","-10.915831","-37.164624","O+","2634","Bianca S Costa","1"
"Suzano","SP","BR","ManuelaCorreiaAzevedo@fleckens.hu","(11) 9386-7912","4/21/1952","681.625.389-25","97429122-0e78-46b9-89f0-4fd9c7fc4b03","-23.579808","-46.353271","A+","2635","Manuela C Azevedo","1"
"Dourados","MS","BR","GuilhermeCardosoMartins@armyspy.com","(67) 3536-9201","5/12/1962","406.770.527-15","f1637aa7-832a-49a6-8e4e-9611ec18b90d","-22.105047","-54.854886","A+","2636","Guilherme C Martins","2"
"Barueri","SP","BR","GabrielaCavalcantiRocha@superrito.com","(11) 3003-8100","8/19/1991","698.914.462-98","9e9db052-3c32-4264-82a3-8f6ad53abe80","-23.479762","-46.817111","A+","2637","Gabriela C Rocha","1"
"Serra","ES","BR","OtavioRodriguesSousa@dayrep.com","(27) 6954-6593","11/5/1998","777.183.016-13","07396d05-bcfe-412f-a647-95bbcc892162","-20.052301","-40.275473","B+","2638","Otávio R Sousa","2"
"Rio de Janeiro","RJ","BR","LeonorAzevedoFerreira@einrot.com","(21) 6731-2434","1/8/1938","375.548.552-47","56456d3d-98f6-434c-9288-6c41eaa7c6f8","-22.880816","-43.347959","B+","2639","Leonor A Ferreira","1"
"Suzano","SP","BR","AliceGoncalvesGomes@dayrep.com","(11) 7341-9069","4/10/1953","780.235.802-72","bc4f4305-0a97-431b-b3fd-40622a3b39fd","-23.691079","-46.313712","A+","2640","Alice G Gomes","1"
"São Paulo","SP","BR","EduardoDiasRodrigues@dayrep.com","(11) 6710-7437","6/25/1977","913.400.121-20","5f346661-5ac7-4edb-bc8d-965288d7d51c","-23.70044","-46.65686","A+","2641","Eduardo D Rodrigues","2"
"Jaboatão dos Guararapes","PE","BR","VitoriaBarrosLima@dayrep.com","(81) 5576-7065","11/24/1948","943.845.261-30","a04c125e-aeee-452a-9334-496a2590fcd3","-8.084553","-34.906575","O+","2642","Vitoria B Lima","1"
"Cachoeiro de Itapemirim","ES","BR","ViniciusMartinsBarros@superrito.com","(28) 2008-4638","2/12/1963","631.025.004-39","32634d67-2600-4e87-bee9-4fce345d699f","-20.761528","-41.131313","A+","2643","Vinícius M Barros","2"
"Abreu e Lima","PE","BR","SophiaCorreiaSantos@teleworm.us","(81) 8449-4273","12/31/1964","729.828.303-02","bf669678-71e8-4511-8e67-724b5b618537","-7.823762","-34.967516","O+","2644","Sophia C Santos","1"
"Salvador","BA","BR","GiovannaFerreiraRocha@dayrep.com","(71) 3901-9598","8/21/1976","763.383.389-05","add9d6d6-e9f2-48ea-9055-1141b76dca3a","-12.922213","-38.559833","A+","2645","Giovanna F Rocha","1"
"Goiânia","GO","BR","DiogoAzevedoFernandes@superrito.com","(62) 4476-3818","6/30/1996","444.989.859-15","28022850-1624-4c0a-acb2-d0320a5b8da6","-16.666514","-49.324721","O+","2646","Diogo A Fernandes","2"
"Luziânia","GO","BR","JoaoSousaAraujo@dayrep.com","(61) 5058-7760","2/19/1961","702.516.926-98","ec78057e-b06c-4edb-be99-1042f9466473","-16.430268","-47.861387","A+","2647","Joao S Araujo","2"
"Campinas","SP","BR","JuliaMeloCarvalho@dayrep.com","(19) 2019-3426","2/16/1952","122.438.642-66","10ed0537-ede7-47ea-8fc7-33c59e4c4fcb","-22.883461","-47.081473","O+","2648","Julia M Carvalho","1"
"Betim","MG","BR","AliceGoncalvesFernandes@superrito.com","(31) 8081-8372","5/20/1956","235.696.381-20","54a56671-7961-4a10-bd2a-f179a8a5217e","-20.050914","-44.237816","B+","2649","Alice G Fernandes","1"
"São Paulo","SP","BR","JuliaLimaBarbosa@cuvox.de","(11) 2436-4215","4/21/1955","995.041.094-03","c5b06d88-79f3-4680-9b68-2642920b0073","-23.67997","-46.547559","B+","2650","Júlia L Barbosa","1"
"Brasília","DF","BR","RenanPintoRocha@superrito.com","(61) 2860-7862","2/19/1944","874.535.880-06","876bde6e-aa24-408b-bd3a-63a64fd7d1f6","-15.872478","-47.569138","B+","2651","Renan P Rocha","2"
"Japeri","RJ","BR","MelissaDiasAlmeida@cuvox.de","(21) 2206-6138","11/1/1990","587.974.989-47","ebe1061a-7ec0-483f-8aab-eb4f627fabe2","-22.637217","-43.644537","A+","2652","Melissa D Almeida","1"
"Recife","PE","BR","LeilaRochaPereira@gustr.com","(81) 3739-6938","6/16/1995","946.264.271-03","0bbdb6bb-cb22-4005-89ba-17d434fe9dc8","-7.918812","-35.001483","O+","2653","Leila R Pereira","1"
"Duque de Caxias","RJ","BR","MateusCastroMartins@gustr.com","(21) 4076-3197","5/28/1937","568.903.959-48","e6a6ff49-12e0-4531-98b8-9587ffb937e1","-22.623792","-43.297537","O+","2654","Mateus C Martins","2"
"Ponta Grossa","PR","BR","AliceAlvesSilva@cuvox.de","(42) 7557-6138","5/3/1948","245.746.564-84","0fedc8b8-a004-4f46-9443-124087b7b233","-25.149785","-50.134218","A+","2655","Alice A Silva","1"
"Piracicaba","SP","BR","DouglasPintoLima@superrito.com","(19) 9214-6523","11/14/1941","935.048.659-89","4f3ffc41-57b9-40d3-9ee9-1702f6057f62","-22.72537","-47.745677","A+","2656","Douglas P Lima","2"
"Manaus","AM","BR","LuizAraujoCunha@einrot.com","(92) 2966-7640","12/7/1992","194.725.639-45","a0b57d90-6c78-43d7-9550-9966d51667e2","-2.6637","-60.103484","B+","2657","Luiz A Cunha","2"
"Itu","SP","BR","AndreBarrosRodrigues@teleworm.us","(11) 3401-2761","11/24/1972","527.436.742-96","f81ff40b-94e8-478a-92a5-6785452a9ddc","-23.247506","-47.333119","O+","2658","André B Rodrigues","2"
"Caxias do Sul","RS","BR","VitorSouzaCardoso@armyspy.com","(54) 7080-8934","3/13/1940","844.165.890-00","0f23057e-51d9-42fa-8b95-1c3d045578f1","-28.999731","-51.056509","O+","2659","Vitor S Cardoso","2"
"Feira de Santana","BA","BR","AgathaAlvesFerreira@armyspy.com","(75) 9752-9555","4/25/1954","392.959.201-04","730c3405-c833-4edb-b9bc-3d5332094c77","-12.171748","-38.995082","A+","2660","Ágatha A Ferreira","1"
"Pindamonhangaba","SP","BR","NicolashMeloDias@jourrapide.com","(12) 9224-4066","9/1/1953","670.419.138-05","9bb2e64f-c04a-4465-a61c-f934ea0837be","-22.84035","-45.545002","O+","2661","Nicolash M Dias","2"
"Belo Horizonte","MG","BR","MuriloBarrosAlves@rhyta.com","(31) 2615-9131","11/8/1984","730.949.459-88","a51ec0f6-8aa4-4824-9e23-c3e8b06c05a3","-19.823333","-43.963188","B+","2662","Murilo B Alves","2"
"Embu","SP","BR","MarcosGoncalvesBarros@fleckens.hu","(11) 7221-7138","12/26/1944","500.883.766-48","6d2f5cc3-ed3d-40f4-9e4a-05ba454f44b7","-23.591438","-46.784087","A+","2663","Marcos G Barros","2"
"Porto Alegre","RS","BR","LarissaAlmeidaCarvalho@einrot.com","(51) 5826-7341","1/12/1954","538.866.866-55","3d534554-bf7b-4c6b-96f4-25be5e7b4112","-30.109743","-51.115436","A+","2664","Larissa A Carvalho","1"
"Goiânia","GO","BR","GiovannaRochaMartins@fleckens.hu","(62) 9457-9529","7/4/1983","420.899.705-29","64239326-3f17-4d6d-870c-f2cee40cd0bb","-16.626009","-49.228313","AB+","2665","Giovanna R Martins","1"
"Guará","DF","BR","BrendaRodriguesAraujo@gustr.com","(61) 6920-3507","8/29/1992","589.861.581-40","f2a3668b-6e6b-4b53-a80b-4f39cb99c7fe","-20.342884","-47.843172","A+","2666","Brenda R Araujo","1"
"Vitória de Santo Antão","PE","BR","FabioPereiraMartins@dayrep.com","(81) 5783-6599","3/21/1956","110.937.925-07","ea7c4e8d-803d-406f-8a63-8053d28d0d36","-8.051895","-35.292826","O+","2667","Fábio P Martins","2"
"Salvador","BA","BR","AnaCardosoAraujo@einrot.com","(71) 3319-6384","10/8/1953","688.030.410-95","a2697bd7-1da2-445d-abd0-befb6e623d3a","-12.769007","-38.475747","O+","2668","Ana C Araujo","1"
"Colombo","PR","BR","LaraAlmeidaMelo@cuvox.de","(41) 3103-4435","2/24/1951","330.935.161-02","f6052c2d-c224-4240-b169-f8fcd46d6426","-25.290466","-49.142154","B+","2669","Lara A Melo","1"
"Cuiabá","MT","BR","LuisFernandesCastro@armyspy.com","(65) 9943-5525","10/27/1977","575.151.967-18","edc421ea-5fe0-4260-8ec3-bd939b039ba8","-15.335738","-55.979449","O+","2670","Luís F Castro","2"
"Ceilândia","DF","BR","MatheusSilvaRodrigues@fleckens.hu","(61) 8012-5312","1/25/1967","640.804.154-00","3e664f66-e4cc-4c50-bdeb-21b6337a2aa2","-15.76116","-48.077046","A+","2671","Matheus S Rodrigues","2"
"Foz do Iguaçu","PR","BR","EmillyPintoFerreira@einrot.com","(45) 2230-6359","8/4/1960","765.176.189-88","33546e5d-cc8e-46a3-a4a5-602084545464","-25.478615","-54.438749","O-","2672","Emilly P Ferreira","1"
"Brasília","DF","BR","RaissaMeloFernandes@gustr.com","(61) 9264-7659","2/16/1971","796.565.617-59","dd9589a9-179e-4c5c-aeea-bf43e7a97618","-15.880569","-47.672916","O+","2673","Raissa M Fernandes","1"
"Rondonópolis","MT","BR","GabrielleBarrosPereira@armyspy.com","(66) 8060-5626","4/24/1971","597.096.689-43","4199271d-ea34-4726-ae83-e6a945f1d50d","-16.443705","-54.568149","O+","2674","Gabrielle B Pereira","1"
"Lorena","SP","BR","VitorFernandesBarros@fleckens.hu","(12) 7911-9417","3/18/1968","754.778.529-84","d3da8207-f606-48a7-b63a-0e25c801a906","-22.857112","-44.97144","A+","2675","Vitor F Barros","2"
"Taboão da Serra","SP","BR","VitoriaCavalcantiCardoso@superrito.com","(11) 2357-8892","7/4/1965","500.509.364-84","7e977580-9b0a-4123-8cfa-9eaff26056ce","-23.674465","-46.77965","O+","2676","Vitoria C Cardoso","1"
"Paragominas","PA","BR","DaniloCorreiaPereira@gustr.com","(91) 8616-6659","6/26/1993","981.564.494-79","7e4e4e10-405c-40d3-8d50-ffb991bb55a2","-3.321989","-47.697356","O+","2677","Danilo C Pereira","2"
"São Paulo","SP","BR","KaiDiasCosta@jourrapide.com","(11) 3433-7449","1/8/1939","740.291.369-40","93aa63d9-1a11-4bfe-ac1b-9a4c9d283b3a","-23.548504","-46.685629","O+","2678","Kai D Costa","2"
"Santos","SP","BR","CamilaOliveiraMartins@rhyta.com","(11) 4487-4041","7/6/1971","354.451.320-05","f924c3c2-3f37-4475-ba9b-f5cb7f82afa6","-23.776046","-46.208227","O+","2679","Camila O Martins","1"
"São Paulo","SP","BR","FelipeCardosoCastro@armyspy.com","(11) 7529-6833","11/13/1982","409.096.305-26","ca4e400c-ea44-4aad-a149-95ae53e327f7","-23.629513","-46.676688","A+","2680","Felipe C Castro","2"
"Avaré","SP","BR","YasminCostaCorreia@gustr.com","(14) 5444-3760","9/17/1955","117.311.629-01","2ec61736-db55-43f6-88df-ff38ceafcc4a","-23.009076","-48.939624","B+","2681","Yasmin C Correia","1"
"João Pessoa","PB","BR","LuanaGomesAlmeida@fleckens.hu","(83) 3320-4721","12/25/1936","827.665.146-19","c0a6b791-50b8-44fc-b67b-cfce4ab4d394","-7.102016","-34.787439","A+","2682","Luana G Almeida","1"
"Belo Horizonte","MG","BR","LeticiaDiasCardoso@gustr.com","(31) 5195-6126","3/17/2000","274.929.999-33","eccb2b7a-ff49-4ade-bf51-dbcb17686719","-19.949436","-43.870818","A+","2683","Letícia D Cardoso","1"
"Itaguaí","RJ","BR","GabrielleCarvalhoAzevedo@teleworm.us","(21) 6872-3557","10/25/1970","260.071.447-20","06ddf7e3-d13f-461d-bb83-a71bffbd2324","-22.895505","-43.819694","A+","2684","Gabrielle C Azevedo","1"
"Maringá","PR","BR","CarlaFerreiraDias@fleckens.hu","(44) 2466-7147","7/24/2000","192.833.540-36","14156d08-efc5-422d-85cb-b62813724283","-23.374083","-51.897315","B+","2685","Carla F Dias","1"
"Fortaleza","CE","BR","EstevanRibeiroRodrigues@einrot.com","(85) 4992-6597","9/10/1939","772.713.279-91","5651e323-007e-44c8-a828-8947641cebf3","-3.687883","-38.4542","B+","2686","Estevan R Rodrigues","2"
"Nova Iguaçu","RJ","BR","MarisaAlmeidaSantos@einrot.com","(21) 5828-8922","10/6/1948","577.438.393-89","7b7c60db-2f21-4380-aae6-7eea108118ff","-22.597737","-43.434192","A+","2687","Marisa A Santos","1"
"São Luís","MA","BR","CaioMartinsBarros@superrito.com","(98) 4900-5894","6/12/1989","249.951.741-76","527e1197-c1b5-48a6-8893-704a5256f0ad","-2.593161","-44.371288","A+","2688","Caio M Barros","2"
"Salvador","BA","BR","LeonardoCardosoMartins@fleckens.hu","(71) 7522-9380","3/31/1987","648.815.704-39","2fc10f96-fc7a-4cce-a44f-c420632dc238","-12.919464","-38.440016","O+","2689","Leonardo C Martins","2"
"São Paulo","SP","BR","LuisAlvesBarros@jourrapide.com","(11) 4564-2286","6/17/1982","917.163.662-59","b30eaae3-19a1-47fc-898a-12f219e45220","-23.639564","-46.638073","O+","2690","Luís A Barros","2"
"São Paulo","SP","BR","SophiaCostaMelo@superrito.com","(11) 9634-7814","8/8/1935","607.729.030-00","d1511c1e-0950-4e8b-bd1c-15949a5bcff8","-23.627385","-46.618559","B+","2691","Sophia C Melo","1"
"Campinas","SP","BR","AnnaAlmeidaGoncalves@cuvox.de","(19) 4567-9252","2/9/1960","515.442.719-05","831155d9-2ee2-42a9-85d0-34e95312dd67","-22.819723","-46.960881","A+","2692","Anna A Goncalves","1"
"Gravataí","RS","BR","VictorMartinsSousa@gustr.com","(51) 7792-2352","10/8/1972","863.628.621-20","84a4ea5c-61af-4af8-a9b4-200abab54d13","-29.953552","-51.027265","O+","2693","Victor M Sousa","2"
"Ceilândia","DF","BR","EvelynRochaGomes@jourrapide.com","(61) 2371-3189","1/4/1967","140.612.125-83","41c88243-17e6-4fa5-8646-3c25de100af9","-15.810335","-48.025119","AB+","2694","Evelyn R Gomes","1"
"Jataí","GO","BR","LuizSousaCavalcanti@dayrep.com","(64) 7288-7102","10/6/1945","446.265.390-41","1d75c70e-c79d-4a93-9b65-b9b3bf70d43a","-17.878984","-51.78192","AB+","2695","Luiz S Cavalcanti","2"
"Londrina","PR","BR","JuliaBarrosRocha@cuvox.de","(43) 6284-6660","3/14/1966","521.912.835-35","40f101c2-f888-4575-98c6-c23414f9765a","-23.487652","-51.054457","A+","2696","Júlia B Rocha","1"
"Mesquita","RJ","BR","KaueGoncalvesCorreia@fleckens.hu","(21) 7447-6435","11/26/1938","155.174.695-66","75469e21-a8ca-40b9-b4e5-52a3cda707ae","-22.759865","-43.46047","O+","2697","Kauê G Correia","2"
"Araçatuba","SP","BR","LeilaRibeiroLima@einrot.com","(18) 4239-3807","11/22/1987","339.788.918-91","60324445-c0d3-4067-bf05-2fbe0d684f55","-21.060407","-50.561112","O+","2698","Leila R Lima","1"
"Maceió","AL","BR","SofiaAzevedoRocha@gustr.com","(82) 5504-9870","10/29/1986","828.838.533-80","bab52efa-1fa7-474b-a0c5-8be234c9215f","-9.51249","-35.699972","A+","2699","Sofia A Rocha","1"
"Belo Horizonte","MG","BR","JulianMartinsAlves@fleckens.hu","(31) 4070-7935","9/13/1966","156.352.505-48","9ec75735-18fe-476f-9fb7-e6cd402af60a","-19.851643","-43.90582","B+","2700","Julian M Alves","2"
"Contagem","MG","BR","AnnaCarvalhoDias@gustr.com","(31) 6681-8208","8/7/1941","397.868.410-18","6d7558c3-e6e4-4c1e-a5c1-311130698ebd","-19.853567","-44.098312","O+","2701","Anna C Dias","1"
"Montes Claros","MG","BR","BrendaCostaOliveira@rhyta.com","(38) 7440-6176","9/3/1993","407.472.553-34","76690abf-cdab-4bb1-a22b-34c988b4f62d","-16.512489","-43.926174","O+","2702","Brenda C Oliveira","1"
"Fortaleza","CE","BR","ViniciusSouzaDias@cuvox.de","(85) 6040-5204","6/3/1962","490.111.081-08","8282ec65-5061-40a8-988f-1db9c91da473","-3.727958","-38.476328","B+","2703","Vinicius S Dias","2"
"Franca","SP","BR","PedroCarvalhoSousa@superrito.com","(16) 5012-8083","2/21/1995","421.223.077-14","95ae564c-5d5c-4c9a-864a-33785fd0f5b9","-20.511073","-47.317394","O+","2704","Pedro C Sousa","2"
"Araraquara","SP","BR","IgorBarbosaLima@rhyta.com","(16) 4076-6615","3/17/1966","213.648.447-88","5e010901-293d-4e75-9f96-406e221b004e","-21.768448","-48.145845","O-","2705","Igor B Lima","2"
"Cruzeiro","DF","BR","MatheusAlvesRibeiro@fleckens.hu","(61) 5578-7477","6/29/1945","134.376.298-75","8c787be7-3899-4a32-8c9b-f11ccf36f7ce","-25.428437","-49.428494","O+","2706","Matheus A Ribeiro","2"
"Francisco Beltrão","PR","BR","SamuelGoncalvesMelo@gustr.com","(46) 2484-2041","7/21/1984","817.320.708-90","6320f0d1-f57c-438d-af83-92cd96a5b520","-25.972683","-53.036012","O+","2707","Samuel G Melo","2"
"São Paulo","SP","BR","NicolasPintoDias@einrot.com","(11) 6238-3205","3/27/1976","243.143.031-66","72d95a39-e80d-4a75-babc-27bf9e875b9f","-23.615071","-46.734903","O-","2708","Nicolas P Dias","2"
"Paranaguá","PR","BR","CarolinaGoncalvesRibeiro@einrot.com","(41) 6182-9643","11/28/1983","165.427.933-13","b2269bf6-fedb-4920-a379-9b38d7d99a54","-25.584814","-48.46315","O+","2709","Carolina G Ribeiro","1"
"Rio de Janeiro","RJ","BR","DaniloGoncalvesAzevedo@dayrep.com","(21) 8842-8537","12/17/1972","374.352.080-00","2cb44257-2607-4585-8e61-dc32e2cff869","-22.977204","-43.395976","B+","2710","Danilo G Azevedo","2"
"Recife","PE","BR","JuliaAlmeidaCardoso@superrito.com","(81) 9208-4269","2/9/1975","666.324.333-08","7b147bc6-1687-48b0-ae4f-59f2b64d30b6","-7.918027","-34.859172","O-","2711","Júlia A Cardoso","1"
"Recife","PE","BR","TomasCorreiaAlves@jourrapide.com","(81) 9019-2913","12/25/1990","847.893.505-33","09208769-0f25-4733-bae6-d1bad43dd67c","-8.025337","-34.873447","B+","2712","Tomás C Alves","2"
"São Paulo","SP","BR","BiancaCorreiaPinto@teleworm.us","(11) 7085-3787","8/14/1998","129.491.334-44","bbceb8bc-7a1d-4a3c-9ae0-9e6c21530179","-23.720657","-46.537465","O+","2713","Bianca C Pinto","1"
"Caucaia","CE","BR","LeonorGomesMelo@rhyta.com","(85) 4486-8537","2/7/1936","821.610.183-02","4d048e1b-0371-4206-9e42-2fc7b58eb9a1","-3.879622","-38.750115","B+","2714","Leonor G Melo","1"
